title,link,abstract
Pengaruh bauran pemasaran terhadap keputusan pembelian (Survei pada mahasiswa yang menggunakan Notebook Asus di Universitas Brawijaya),https://www.neliti.com/publications/86445/pengaruh-bauran-pemasaran-terhadap-keputusan-pembelian-survei-pada-mahasiswa-yan,"… Penelitian ini memilih Universitas Brawijaya Kota Malang sebagai lokasi penelitian, karena 
peneliti merasa penasaran dengan aktifitas mahasiswa yang melibatkan notebook Asus …"
Analisis transaksi pembayaran nontunai melalui e-wallet: Perspektif dari modifikasi model Unified Theory of Acceptance and Use of Technology 2,http://repository.ub.ac.id/174117/,"… The respondents of this quantitative research are 366 students o Faculty of Economics 
and Business of Universitas Brawijaya, who have the experience of using e-wallet in making …"
[PDF][PDF] Identifikasi Kebutuhan Alat Pemadam Api Ringan di RSP Universitas Brawijaya Malang,https://pdfs.semanticscholar.org/f502/6bb89a6ed9c18da85f469f52a73e0119c253.pdf,"… Nindya Karya, Rumah Sakit Pendidikan Universitas Brawijaya Malang projects. The sample 
of … The results showed that Rumah Sakit Pendidikan Universitas Brawijaya Malang project’s …"
"Pengaruh subtitusi tepung porang (Amorphophallus oncophyllus) pada tepung tapioka terhadap kadar air, protein, lemak, rasa dan tekstur nugget ayam",http://repository.ub.ac.id/137250/,"… Kegiatan penelitian dilakukan dilakukan di Laboratorium Fisiko Kimia Bagian Teknologi 
Hasil Ternak dan Laboratorium Biokimia Fakultas MIPA, Universitas Brawijaya, Malang. Tujuan …"
… Pembeli Apple iPhone pada Mahasiswa/Mahasiswi S1 Fakultas Ilmu Administrasi Program Studi Ilmu Administrasi Bisnis Angkatan 2013/2014 Universitas Brawijaya …,https://www.neliti.com/publications/87927/pengaruh-atribut-produk-terhadap-keputusan-pembelian-survei-pembeli-apple-iphone,"Penelitian ini bertujuan untuk mengetahui pengaruh atribut produk terhadap keputusan 
pembelian. Jenis penelitian yang dilakukan adalah explanatory research dengan pendekatan …"
"Keputusan Investasi, Keputusan Pendanaan dan Kebijakan Deviden: Pengaruhnya terhadap Nilai Perusahaan (Studi pada Sektor Properti dan Real Estat di Bursa …",http://repository.ub.ac.id/161148/,"Hasil studi empirik tentang pengaruh tiga keputusan keuangan utama yaitu keputusan 
investasi, keputusan pendanaan, dan kebijakan deviden terhadap nilai perusahaan belum …"
… laju pertumbuhan lima isolat bakteri anggota genus Pseudomonas yang diisolasi dari ekosistem sungai tercemar deterjen di sekitar kampus Universitas Brawijaya,https://jpal.ub.ac.id/index.php/jpal/article/view/126,"Tujuan dari penelitian ini adalah untuk mengetahui dampak temperature dan pH pada polulasi 
Pseudomonas pendegradasi limbah LAS. Hasil penelitian menunjukkan bahwa isolate …"
Persepsi Mahasiswa Akuntansi terhadap Etika Akuntan Pendidik di Jurusan Akuntansi Fakultas Ekonomi Universitas Brawijaya,https://jamal.ub.ac.id/index.php/jamal/article/view/121,"This research has a purpose to obtain the students’ perception on the ethics of accounting 
lecturers in the Accounting Department of Brawijaya University Economic Faculty. Survey …"
"Pengaruh penghargaan finansial, pengakuan profesional, lingkungan kerja, pertimbangan pasar kerja, dan personalitas terhadap pemilihan karir mahasiswa …",http://repository.ub.ac.id/170331/,"… yang sedang/ telah menempuh semester 5 di Universitas Brawijaya, Universitas Negeri 
Malang, Universitas Islam Negeri Maulana Malik Ibrahim, Universitas Muhammdiyah Malang, …"
Pemanfaatan pupuk organik cair untuk meningkatkan serapan nitrogen serta pertumbuhan dan produksi sawi (Brassica juncea L.) pada tanah berpasir,http://repository.ub.ac.id/7837/,"Upaya untuk meningkatkan nitrogen pada tanah berpasir adalah melalui pemberian Pupuk 
Organik Cair (POC). Sumber bahan baku yang digunakan sebagai pupuk organik cair …"
"… , Fakultas Ilmu Sosial dan Ilmu Politik, Universitas Brawijaya, Jl. Veteran, Fakultas Ilmu Sosial dan Ilmu Politik Universitas Brawijaya, Malang 65145, Indonesia",https://ejournal.uniramalang.ac.id/index.php/JOGIV/article/view/686,"Aplikasi Apekesah merupakan sebuah aplikasi pengaduan online masyarakat yang digagas 
oleh Pemerintah Kota Batam melalui Dinas Komunikasi dan Informatika Kota Batam pada …"
[PDF][PDF] Evaluasi dan Perencanaan Geometrik Jaringan Jalan di Dalam Universitas Brawijaya Malang,https://www.academia.edu/download/38721135/183-542-1-PB_1.pdf,"… 4.4 Evaluasi Geometrik Bundaran di Universitas Brawijaya Bundaran yang dikaji pada 
penelitian ini terletak di depan lapangan Rektorat Universitas Brawijaya. Evaluasi bundaran …"
Aplikasi Model DeLone and McLean untuk Mengukur Keberhasilan Sistem Informasi Penelitian dan Pengabdian Masyarakat di Universitas Brawijaya,https://ejournal.undip.ac.id/index.php/jsinbis/article/view/29639,"Aplication of DeLone and Mclean's Model (2003) renewed is very appropriate measuring 
the success of information system. This study aims to identify key success factors in the net …"
… (IMC) on brand equity and purchase decision (survey on indosat-M3 customers among members of unit Aktivitas band Universitas Brawijaya class of 2014),https://www.neliti.com/publications/86853/the-influence-of-integrated-marketing-communication-imc-on-brand-equity-and-purc,"… Population in this research are the members of Unit Aktivitas Band University of Brawijaya, … 
Band Universitas Brawijaya (UAB UB) is a student activity unit (UKM) in Universitas Brawijaya …"
Penerapan metode CART (Classification and Regression Trees) dan analisis regresi logistik Biner pada klasifikasi profil mahasiswa FMIPA Universitas Brawijaya,http://repository.ub.ac.id/153833/,"… diterapkan pada data profil mahasiswa FMIPA Universitas Brawijaya tahun lulus 2011-2013 … 
data profil mahasiswa FMIPA Universitas Brawijaya sebesar 94.2% sedangkan analisis …"
Evaluasi Kebutuhan Ruang Parkir Di Kampus Universitas Brawijaya,http://ejournal.umm.ac.id/index.php/jmts/article/view/2547,"… Universitas Brawijaya merupakan salah satu pusat kegiatan pendidikan yang banyak … 
Interaksi yang terjadi di antara mahasiswa, pegawai dan dosen pada Universitas Brawijaya …"
Optimasi Pemanfaatan Energi Listrik Tenaga Matahari di Jurusan Teknik Elektro Universitas Brawijaya,https://jurnaleeccis.ub.ac.id/index.php/eeccis/article/view/165,"Sel surya jenis monokristal (mono-crystalline) merupakan panel yang paling efisien, 
menghasilkan daya listrik persatuan luas yang paling tinggi. Memiliki efisiensi sampai dengan 15%…"
Analisis pengaruh dimensi fraud pentagon terhadap perilaku kecurangan akademik mahasiswa pada uji kompetensi,http://repository.ub.ac.id/178585/,"… Responden penelitian ini adalah 73 mahasiswa akuntansi Fakultas Ekonomi dan Bisnis 
Universitas Brawijaya. Metode analisis data menggunakan analisis partial least square dengan …"
[PDF][PDF] … Sosial terhadap Minat Masyarakat Berdonasi Via Platform Crowdfunding Kitabisa. com (Studi Mahasiswa Fakultas Ekonomi dan Bisnis Universitas Brawijaya),http://repository.ub.ac.id/197426/2/Raisa%20Athirah%20Amalina.pdf,"… Bagi Universitas Brawijaya Diharapkan dapat dijadikan sebagai acuan penelitian selanjutnya 
dan akan menambah referensi bagi Universitas Brawijaya (UB), serta sebagai materi …"
Kebijakan kampus inklusif bagi penyandang disabilitas (Studi tentang advokasi kebijakan kampus inklusif di Universitas Brawijaya),https://ijds.ub.ac.id/index.php/ijds/article/view/27,"… disabilities in Universitas Brawijaya. The location of this research is in Universitas Brawijaya, 
… Second, Universitas Brawijaya accepted the grand design of inclusive campus offered by …"
"Pengaruh Literasi Keuangan, Teman Sebaya Dan Kontrol Diri Terhadap Perilaku Menabung (Studi Pada Mahasiswa S1 Manajemen Universitas Brawijaya Kota …",https://jimfeb.ub.ac.id/index.php/jimfeb/article/view/6700,"Penelitian ini bertujuan untuk menganalisis pengaruh literasi keuangan, teman sebaya dan 
kontrol diri terhadap perilaku menabung. Melalui metode survei, sampel penelitian ini …"
Eksplorasi jamur endofit dan khamir pada tanaman cengkeh (Syzygium aromaticum) serta uji potensi antagonismenya terhadap jamur akar putih (Rigidoporus …,http://repository.ub.ac.id/129822/,"Cengkeh (Syzygium aromaticum) merupakan tanaman rempah-rempah unggulan asli 
Indonesia yang sejak dulu menjadi salah satu komoditi utama perkebunan, karena memberikan …"
Pengaruh Motivasi Kerja dan Disiplin Kerja terhadap Kinerja Karyawan (Studi pada Koperasi Pegawai Republik Indonesia Universitas Brawijaya Malang),http://repository.ub.ac.id/172534/%0Ahttp://repository.ub.ac.id/172534/1/Dima,"… Koperasi Pegawai Republik Indonesia (KPRI) Universitas Brawijaya Malang. Jenis penelitian 
yang … Populasi dalam penelitian ini adalah karyawan KPRI Universitas Brawijaya Malang, …"
… Dan Sales Promotion Terhadap Brand Equity Dan Keputusan Pembelian (Survei Pada Mahasiswi Pengguna Produk Wardah Kosmetik Di Universitas Brawijaya …,https://www.neliti.com/publications/85974/pengaruh-brand-personality-dan-sales-promotion-terhadap-brand-equity-dan-keputus,"… Sebanyak 138 orang responden pengguna produk Wardah Kosmetik di Universitas Brawijaya 
Malang berpartisipasi sebagai sampel pada penelitian ini dengan menggunakan teknik …"
Pengaruh Lingkungan Kerja Terhadap Kepuasan Kerja Karyawan (Studi pada Karyawan PT Mitra Pinasthika Mustika Rent Tangerang Selatan),http://repository.ub.ac.id/165716/,"Penelitian ini bertujuan untuk menganalisis dan menguji pengaruh antara variabel-variabel 
yang diteliti dalam penelitian ini. Pengaruh yang diuji antara lain pengaruh secara parsial …"
Analisis Pushover Untuk Performance Based Design (Studi Kasus Gedung B Program Teknologi Informasi Dan Ilmu Komputer Universitas Brawijaya,https://www.neliti.com/publications/111053/analisis-pushover-untuk-performance-based-design-studi-kasus-gedung-b-program-te,"… Salah satu bangunan baru yang digunakan untuk analisis ini adalah gedung baru Program 
Teknologi Informasi dan Ilmu Komputer Universitas Brawijaya. Analisis struktur dengan 3 …"
"… s1 program studi ilmu administrasi bisnis angkatan 2014/2015, 2015/2016, dan 2016/2017 fakultas ilmu administrasi universitas brawijaya yang membeli dan …",http://repository.ub.ac.id/166152/,"Tujuan dari penelitian ini adalah untuk menganalisis dan menjelaskan pengaruh secara 
simultan maupun parsial Persepsi (X) terhadap Keputusan Pembelian (Y) atas produk sepatu …"
Nilai nutrisi tepung kulit ari kedelai dengan level inokulum ragi tape dan waktu inkubasi berbeda,http://repository.ub.ac.id/137248/,"… Penelitian ini dilaksanakan di Laboratorium Nutrisi dan Makanan Ternak Fakultas Peternakan 
Universitas Brawijaya dilakukan pada tanggal 15 Juli sampai 20 Agustus 2014. Tujuan …"
… terhadap keputusan pembelian (survei pada mahasiswa jurusan bisnis angkatan 2010-2012 Fakultas Ilmu administrasi pengguna Indosat di Universitas Brawijaya),https://www.neliti.com/publications/81364/pengaruh-bauran-promosi-terhadap-keputusan-pembelian-survei-pada-mahasiswa-jurus,"Hasil analisis regresi linier berganda dapat diketahui bahwa variabel-variabel bebas meliputi 
Iklan, Penjualan Langsung, Promosi Penjualan, dan Publisitas berpengaruh terhadap …"
Studi Alternatif Perencanaan Sistem Distribusi Air Bersih Dan Air Buangan Pada Pembangunan Gedung Auditorium Universitas Brawijaya,https://repository.unisma.ac.id/handle/123456789/4862,"… Universitas Brawijaya merupakan salah satu universitas negeri yang terkemuka di … 
brawijaya merupakan wujud dari pemenuhan kebutuhan MICE pada Universitas Brawijaya. …"
Konstruksi pimpinan terhadap peran dan fungsi public relations di Indonesia (Universitas Brawijaya dan Universitas Hasanuddin),https://journal.uinsgd.ac.id/index.php/jispo/article/view/5577,"… public relations yang ada pada Universitas Brawijaya, menganggap bahwa peran serta … 
dimaksimalkan dengan baik, karena Universitas Brawijaya masih berstatus kampus Badan …"
Kadar lemak jajanan mahasiswa fakultas kedokteran Universitas Brawijaya,https://ijhn.ub.ac.id/index.php/ijhn/article/view/230,"… This study aims to determine the total fat content in snacks that are often consumed by 
students of the Faculty of Medicine Universitas Brawijaya. This cross-sectional study was …"
[PDF][PDF] Gastronomy tourism in several neighbor countries of Indonesia: A brief review,https://www.researchgate.net/profile/Kurniasih-Sukenti/publication/311238610_Gastronomy_Tourism_in_Several_Neighbor_Countries_of_Indonesia_a_Brief_Review/links/5d8313b592851ceb7914268a/Gastronomy-Tourism-in-Several-Neighbor-Countries-of-Indonesia-a-Brief-Review.pdf,"Gastronomy tourism, also called culinary tourism or food tourism, is a kind of tourism that 
provide attractions based on the culinary aspect owned by a country, region, or area. It is not …"
"… , Dan Persepsi Manfaat Terhadap Minat Pembelian Online Pada Website Lazada. co. id di Kota Malang (Studi Pada Mahasiswa Program S1 Universitas Brawijaya …",http://repository.ub.ac.id/108025/,"… S1 Universitas Brawijaya Malang. Pengambilan sampel menggunakan teknik purposive 
sampling dimana peneliti memilih sampel dengan kriteria mahasiswa S1 Universitas Brawijaya …"
Pengaruh komponen destinasi wisata (4A) terhadap kepuasan pengunjung Pantai Gemah Tulungagung,http://repository.ub.ac.id/172016/,"Penelitian ini bertujuan untuk mengetahui dan menjelaskan pengaruh komponen destinasi 
wisata (4A) yang terdiri dari indikator attraction / atraksi wisata, accessibility / aksesibilitas, …"
Studi Perencanaan Gedung Parkir Terpusat Universitas Brawijaya,https://www.neliti.com/publications/117566/studi-perencanaan-gedung-parkir-terpusat-universitas-brawijaya,"… permintaan kebutuhan ruang parkir Universitas Brawijaya saat ini, mengetahui … Universitas 
Brawijaya. Hasil analisis didapat bahwa jumlah petak parkir di Universitas Brawijaya …"
Strategi Peningkatan Peringkat Perguruan Tinggi Versi Kemristekdikti (Studi pada Universitas Brawijaya),https://ejournal.uksw.edu/kelola/article/view/3124,"… Universitas Brawijaya has experienced ups and downs in ranking. During the period of 
2015-2019, the best ranking of Universitas Brawijaya … improve Universitas Brawijaya's ranking by …"
"[PDF][PDF] Pengaruh pendapatan, religiusitas, kepercayaan, dan pengetahuan terhadap minat muzakki mengeluarkan zakat melalui lembaga amil zakat di kota malang",http://repository.ub.ac.id/164413/1/Nabila%20Akhiris%20Rakhmania.pdf,"Penulis menyadari bahwa penyusunan skripsi ini tidak akan terwujud tanpa adanya bantuan 
dan dukungan dari berbagai pihak. Oleh karena itu, penulis ingin menyampaikan rasa …"
Formulasi biskuit tinggi serat (kajian proporsi bekatul jagung: tepung terigu dan penambahan baking powder,http://repository.ub.ac.id/149380/,"… Bekatul Jagung : Tepung Terigu Dan Penambahan Baking Powder - Brawijaya Knowledge 
Garden … Repository BKG (Brawijaya Knowledge Garden) is Developed by IT Library UB. …"
Kajian pemberian berbagai dosis larutan nutrisi dan media tanam secara hidroponik sistem substrat pada tanaman kailan (Brassica oleracea L.),http://repository.ub.ac.id/130917/,"… Bertempat di dalam Green House Kebun Percobaan Cangar, Fakultas Pertanian Universitas 
Brawijaya, Desa Sumber Brantas, Kecamatan Bumiaji, Kota Batu. Tempat ini memiliki …"
Strategi pengembangan destinasi pariwisata budaya (studi kasus pada kawasan situs Trowulan sebagai pariwisata budaya unggulan di Kabupaten Mojokerto),http://repository.ub.ac.id/118216/,"Penelitian ini bertujuan untuk menguji faktor-faktor yang mempengaruhi kebijakan kompensasi 
yang ada pada perusahaan. Faktor-faktor tersebut antara lain, serikat buruh, posisi …"
"Pengaruh Pemahaman Wajib Pajak, Kualitas Pelayanan Perpajakan, Dan Pelaksanaan Sanksi Pajak Terhadap Kepatuhan Wajib Pajak Orang Pribadi Pada Kantor …",http://repository.ub.ac.id/107151/,"Penelitian ini bertujuan untuk mengetahui pengaruh tingkat pemahaman wajib pajak, kualitas 
pelayanan perpajakan, dan sanksi pajak terhadap tingkat kepatuhan Wajib Pajak Orng …"
Karakteristik kimiawi dan mikrobiologis kombucha dari berbagai daun tinggi fenol selama fermentasi,http://repository.ub.ac.id/149877/,"Teh kombucha merupakan produk minuman tradisional hasil fermentasi larutan teh dan gula 
dengan menggunakan starter kultur kombucha (Acetobacter xylinum dan beberapa jenis …"
Pengaruh persepsi label halal dan kualitas produk terhadap keputusan pembelian produk fesyen muslim (survei pada pelanggan produk zoya muslim di Kota Malang …,http://repository.ub.ac.id/162121/,"Penelitian ini bertujuan untuk menganalisis dan menjelaskan: (1) pengaruh label halal persepsi 
tentang keputusan pembelian; (2) pengaruh kualitas produk untuk membeli keputusan; (…"
… Sistem Modernisasi Administrasi Perpajakan Terhadap Kepatuhan Wajib Pajak (Studi Empiris pada WPOP di Fakultas Ekonomi dan Bisnis Universitas Brawijaya …,https://jimfeb.ub.ac.id/index.php/jimfeb/article/view/399,"Penelitian ini bertujuan untuk menguji Penerapan Sistem Modernisasi Administrasi 
Perpajakan terhadap. Penelitian ini dilakukan dan memperoleh responden sebanyak 58 orang …"
Pendidikan gizi tentang pengetahuan pemilihan jajanan sehat antara metode ceramah dan metode komik,https://search.proquest.com/openview/c80c66ad129a94be0b921e12ccc3e51e/1?pq-origsite=gscholar&cbl=2048000,"Consuming snacks is a common habit among kids, usually on elementary school students 
and consumed regularly by the majority of school-age children because of its affordability and …"
Pengaruh Electronic Word Of Mouth (eWOM) Terhadap Minat Berkunjung Dan Keputusan Berkunjung (Studi pada Wisata Coban Rais BKPH Pujon),http://repository.ub.ac.id/9724/,"Penelitian ini bertujuan untuk mengetahui, (1) pengaruh E-wom terhadap Minat berkunjung, 
(2) Pengaruh Minat Berkunjung terhadap Keputusan Berkunjung, (3) Pengaruh E-wom …"
"Penerapan konsep community based tourism dalam pengelolaan daya tarik wisata berkelanjutan (Studi pada Desa Wisata Bangun, Kecamatan Munjungan …",http://repository.ub.ac.id/165639/,"Desa Wisata Bangun merupakan desa wisata rintisan yang masuk dalam kategori desa 
wisata berpotensi yang masyarakatnya memiliki antusias tinggi dalam mengelola daya tarik …"
Asupan Protein Dan Kalium Berhubungan Dengan Penurunan Tekanan Darah Pasien Hipertensi Rawat Jalan (Protein And Potassium Intake Related To Decreased …,https://search.proquest.com/openview/ce6df2880835c12fe566d843b5cdcc5a/1?pq-origsite=gscholar&cbl=2048000,"Hypertension is one of the degenerative diseases whose prevalence experiences an increase 
every year. One of the factors that influence blood pressure in hypertensive patients is …"
"Pengaruh upah, kemampuan dan pengalaman kerja terhadap kinerja pekerja pelaksanaan bekisting pada pekerjaan beton",http://repository.ub.ac.id/155628/,"Penelitian ini menganalisis pengaruh upah, kemampuan kerja dan pengalaman kerja 
terhadap kinerja pekerja pelaksanaan pekerjaan bekisting. Populasi dari penelitian ini adalah …"
"Pengaruh Pajak, Tunneling Incentive dan Good Corporate Governance (GCG) terhadap Indikasi Melakukan Transfer Pricing pada Perusahaan Manufaktur yang …",http://repository.ub.ac.id/119151/,"Transfer Pricing dapat muncul pada perusahaan yang ingin laba tinggi dan menghindari pajak 
sebagai salah satu caranya. Struktur kepemilikan juga mempengaruhi manajemen untuk …"
Pengaruh Variabel Celebrity Endorser terhadap citra merek L'oreal (Studi produk L'oreal paris total repair di fakultas ekonomi dan bisnis Universitas Brawijaya),https://jimfeb.ub.ac.id/index.php/jimfeb/article/view/425,"serigala terakhir 2 episode 3 mamboslot repeated lottery numbers merry christmas slot toga 
unpad newlarisa slot_gampang maxwin 2022 waptrick gudang lagu dan video pertamina …"
[PDF][PDF] Pengaruh Komunikasi Terhadap Kepuasan Kerja Karyawan Pada KPRI Universitas Brawijaya Malang,https://www.academia.edu/download/33105566/Skripsi_Full_Komunikasi_Kepuasan_Kerja.pdf,"… Universitas Brawijaya Malang yang telah mengizinkan penulis untuk melaksanakan 
penelitian skripsi di tempat tersebut. 5. Segenap staff dan karyawan KPRI Universitas Brawijaya …"
Analisis pelatihan dan pengembangan sumber daya manusia di PT Beon Intermedia Cabang Malang,http://repository.ub.ac.id/161964/,"Penelitian ini bertujuan untuk menjelaskan analisis kebutuhan pelatihan dan 
pengembangan, menjelaskan metode yang digunakan dalam pelatihan dan pengembangan, …"
Analisis faktor-faktor yang mempengaruhi turnover intention (keinginan berpindah) karyawan pada perusahaan jasa konstruksi,http://repository.ub.ac.id/155630/,"Pergantian karyawan ( turnover ) merupakan persoalan yang penting bagi perusahaan dan 
karyawan.Dari sudut pandang perusahaan, pergantian karyawan dapat memberikan …"
… Dengan Pendekatan Business Process Improvement (Studi Kasus pada Program Studi Ilmu Administrasi Bisnis Fakultas Ilmu Administrasi Universitas Brawijaya),http://repository.ub.ac.id/161911/,"Tujuan dari penelitian ini adalah untuk mengetahui gambaran atau kondisi proses bisnis 
sistem informasi administrasi skripsi Program Studi Ilmu Administrasi Bisnis Fakultas Ilmu …"
… Pada Mahasiswa Jurusan Administrasi Bisnis Strata-1 Angkatan 2012/2013 Dan 2013/2014 Fakultas Ilmu Administrasi Universitas Brawijaya Yang Menggunakan Tis,https://www.neliti.com/publications/86790/pengaruh-pemasaran-hijau-terhadap-citra-merek-hijau-serta-dampaknya-pada-keputus,"… /2014 Faculty of Administrative Science Universitas Brawijaya who use tissue product named 
… directly in Faculty of Administrative Science Universitas Brawijaya. In analyzing the data, …"
"[PDF][PDF] Analisis preferensi, perilaku mahasiswa, dan keamanan pangan terhadap produk bakso di sekitar Universitas Brawijaya",https://www.academia.edu/download/96130063/98.pdf,"… Penelitian ini dilaksanakan di sekitar kampus Universitas Brawijaya Malang dengan 
pertimbangan bahwa sekitar UB banyak kos-kosan mahasiswa yang hidup dan beraktivitas …"
"Pengaruh Perceived Value, Celebrity Endorser dan Advertising Terhadap Brand Attitude (Survey pada Mahasisiwi Universitas Brawijaya Pengguna Kosmetik Wardah …",http://repository.ub.ac.id/161920/,"Latar belakang dilakukannya penelitian ini adalah untuk mengetahui apakah peran 
Perceived Value, Celebrity Endorser dan Advertising dalam Brand Attitude Kosmetik Wardah. …"
Pengembangan sistem aplikasi persuratan elektronik berbasis web di fakultas ilmu komputer (FILKOM) Universitas Brawijaya,http://j-ptiik.ub.ac.id/index.php/j-ptiik/article/view/5424,"… telah dilakukan sebelumnya oleh Universitas Brawijaya dengan mengembangkan sebuah 
sistem … dapat mengatasi masalah persuratan di Universitas Brawijaya. Hanya saja, terdapat …"
[PDF][PDF] … Analysis Dan Consequence–Likelihood Analysis (Studi Kasus Pada Proyek Pembangunan Gedung Baru Fakultas Ilmu Administrasi Universitas Brawijaya),https://www.academia.edu/download/84367799/116169-ID-analisis-risiko-keselamatan-dan-kesehata.pdf,"… baru Fakultas Ilmu Admistrasi Universitas Brawijaya kemudian menilai tingkat risiko secara 
… Gedung Baru Fakultas Ilmu Administrasi Universitas Brawijaya. Langkah terakhir dari …"
… Dengan Penerapan Importance Performance Analysis (IPA) Dan Model Kano (Studi Kasus Pada Asrama Mahasiswa Griya Brawijaya Universitas Brawijaya Malang),https://www.neliti.com/publications/127461/analisis-kepuasan-konsumen-terhadap-kualitas-pelayanan-dengan-penerapan-importan,"… Asrama mahasiswa Griya Brawijaya terletak di dalam kompleks kampus dan merupakan … 
untuk mahasiswa Universitas Brawijaya. Manajemen Griya Brawijaya selalu berusaha …"
Pengaruh Lama Ekstraksi Dan Konsentrasi Pelarut Etanol Terhadap Sifat Fisika–Kimia Ekstrak Daun Stevia (Stevia rebaudiana Bertoni M) Dengan Metode …,http://repository.ub.ac.id/149603/,"Kebutuhan pemanis di Indonesia semakin meningkat, seiring dengan peningkatan 
produksi pangan dunia sebagai penambah cita rasa pada produknya. Saat ini, pemenuhan …"
"Pengaruh Ukuran Perusahaan, Profitabilitas, Leverage, Dan Nilai Pasar Terhadap Harga Saham (Studi Kasus pada Perusahaan Pertambangan yang Terdaftar di …",http://repository.ub.ac.id/10312/,"Analisis kinerja perusahaan merupakan hal yang penting dilakukan oleh investor. Kinerja 
perusahaan dipengaruhi oleh gabungan berbagai faktor. Faktor-faktor yang dianggap penting …"
Pengaruh pH nira tebu (Saccharum officinarum) dan konsentrasi penambahan kapur terhadap kualitas gula merah,http://repository.ub.ac.id/149269/,"Tanaman tebu sangat potensial untuk terus dikembangkan di Indonesia dan menghasilkan 
berbagai produk agroindustri untuk memenuhi kebutuhan masyarakat, salah satunya yaitu …"
Analisis Kinerja Keuangan Unit Simpan Pinjam Koperasi Pegawai Republik Indonesia Universitas Brawijaya,https://jimfeb.ub.ac.id/index.php/jimfeb/article/view/723,"Unit Simpan Pinjam (USP) memberikan kontribusi paling besar terhadap pendapatan KPRI 
UB. Untuk itu, penilaian kinerja keuangan USP KPRI UB penting untuk diketahui. Analisis …"
Pengaruh Electronic Word of Mouth terhadap Brand Image serta Dampaknya pada Minat Beli (Survei pada Mahasiswa Universitas Brawijaya Malang Angkatan 2015 …,https://www.neliti.com/publications/86776/pengaruh-electronic-word-of-mouth-terhadap-brand-image-serta-dampaknya-pada-mina,"Jenis Penelitian yang digunakan adalah penelitian penjelasan (explanatory research) 
dengan pendekatan kuantitatif. Sampel sebanyak 122 orang responden yang merupakan …"
"[PDF][PDF] Causes, consequences and coping strategies of land degradation: Evidence from Ethiopia",https://pdfs.semanticscholar.org/cf28/27c2b07eb5858092dfceed38c5fe64c9279c.pdf,"This paper aims to give emphasis on the causes and consequences of land degradation in 
Ethiopia. The results from different literatures indicate that the major factors that cause land …"
Penampilan produksi ayam pedaging yang dipelihara pada sistem lantai kandang panggung dan kandang bertingkat,http://repository.ub.ac.id/137464/,"Tipe kandang yang sering digunakan oleh peternak di Indonesia dalam budidaya ayam 
pedaging adalah kandang panggung dan kandang bertingkat. Masing-masing tipe kandang …"
Implementasi Green Accounting Berbasis University Social Responsibility (USR) di Universitas Brawijaya,http://repository.ub.ac.id/2659/,"… dan aktivitas pengawasan internal kinerja Universitas Brawijaya. Teknik pengumpulan data 
… diteliti,mayoritas responden menyatakan Universitas Brawijaya sebagai Go Green Campus …"
Analisis finansial sampah kertas di Universitas Brawijaya,https://jsal.ub.ac.id/index.php/jsal/article/view/133,"… di Universitas Brawijaya dan mengetahui analisis finansial sampah kertas di … Universitas 
Brawijaya sehingga potensi sampah yang ada di dalam lingkup kampus Universitas Brawijaya …"
"nalisis Pengaruh PDRB, Pendidikan, dan Pengangguran tehadap Kemiskinan di Jawa Tengah Tahun 2005-2010.",http://repository.ub.ac.id/106802/,"Penelitian ini bertujuan untuk : (1) mengetahui pengaruh negatif Produk Domestik Regional 
Bruto (PDRB) terhadap kemiskinan di Jawa Tengah tahun 2005-2010, (2) mengetahui …"
Pengaruh kepuasan dan kepercayaan terhadap loyalitas pelanggan toko Online,http://repository.ub.ac.id/109223/,"… online yang merupakan mahasiswa S1 Universitas Brawijaya. Jenis penelitian ini adalah … 
Sampel diambil dari mahasiswa S1 Universitas Brawijaya yang pernah melakukan belanja …"
Pengaruh Struktur Modal Terhadap Nilai Perusahaan (Studi pada Perusahaan Sub Sektor Makanan dan Minuman yang Terdaftr di Bursa Efek Indonesisa Tahun …,http://repository.ub.ac.id/162302/,"Setiap perusahaan dalam menjalan usahanya membutuhkan dana untuk membiayai 
kegiaan operasioanl perusahaan. Beberapa sumber dana dapat dipilih atau digunakan …"
Pengaruh Pemberian Pupuk Kalium (KNO3) Terhadap Infeksi Tobacco Mosaik Virus (TMV) Pada Beberapa Varietas Tembakau Virginia (Nicotiana Tabacum L.).,http://repository.ub.ac.id/129409/,"… Penelitian dilaksanakan di rumah kaca dan Laboratorium Penyakit Tumbuhan Jurusan 
Hama dan Penyakit Tumbuhan, Fakultas Pertanian, Universitas Brawijaya. Pelaksanaan …"
"Analisis Pengaruh Pengangguran, Produk Domestik Regional Bruto (PDRB) Dan Indeks Pembangunan Manusia (IPM) Terhadap Jumlah Penduduk Miskin (Studi …",http://repository.ub.ac.id/107493/,"Masalah kemiskinan merupakan masalah multidimensional, Oleh karena itu, upaya 
pengentasan kemiskinan harus dilakukan secara komprehensif, mencakup berbagai aspek …"
Pengembangan Sistem Informasi Manajemen Perpustakaan Pada Ruang Baca Fakultas Ilmu Komputer Universitas Brawijaya,http://j-ptiik.ub.ac.id/index.php/j-ptiik/article/view/3687,"Pada Fakultas Ilmu Komputer Universitas Brawijaya terdapat perpustakaan yang disebut 
ruang baca. Ruang baca menyediakan koleksi buku dan berbagai laporan penelitian yang …"
